ID,Author,Year,Kingdom,Species,correlation.coefficient,sample_size,Method,yi,vi,se
6,Dallas et al.,2017,Animal,Jacana jacana,-0.18,29,ED,-0.182,0.038,0.196
6,Dallas et al.,2017,Animal,Jacana jacana,0.12,29,GD,0.121,0.038,0.196
6,Dallas et al.,2017,Animal,Jacana spinosa,0.12,44,ED,0.121,0.024,0.156
6,Dallas et al.,2017,Animal,Jacana spinosa,0.24,44,GD,0.245,0.024,0.156
6,Dallas et al.,2017,Plant,Juglans major,-0.42,11,ED,-0.448,0.125,0.354
6,Dallas et al.,2017,Plant,Juglans major,-0.12,11,GD,-0.121,0.125,0.354
6,Dallas et al.,2017,Animal,Junco hyemalis,-0.03,1462,ED,-0.030,0.001,0.026
6,Dallas et al.,2017,Animal,Junco hyemalis,0.05,1470,GD,0.050,0.001,0.026
16,Osocrio-Olivera et al,2020,Animal,Junco hyemalis,0.14,1058,MD,0.141,0.001,0.031
16,Osocrio-Olivera et al,2020,Animal,Junco hyemalis,0.18,1058,ED,0.182,0.001,0.031
6,Dallas et al.,2017,Animal,Junco phaeonotus,-0.03,48,ED,-0.030,0.022,0.149
6,Dallas et al.,2017,Animal,Junco phaeonotus,0.15,48,GD,0.151,0.022,0.149
6,Dallas et al.,2017,Animal,Junco vulcani,0.83,8,GD,1.188,0.200,0.447
6,Dallas et al.,2017,Plant,Juniperus ashei,0.05,1061,ED,0.050,0.001,0.031
6,Dallas et al.,2017,Plant,Juniperus ashei,-0.07,1061,GD,-0.070,0.001,0.031
6,Dallas et al.,2017,Plant,Juniperus californica,0.25,23,ED,0.255,0.050,0.224
6,Dallas et al.,2017,Plant,Juniperus californica,0.08,23,GD,0.080,0.050,0.224
6,Dallas et al.,2017,Plant,Juniperus coahuilensis,0.09,139,ED,0.090,0.007,0.086
6,Dallas et al.,2017,Plant,Juniperus coahuilensis,-0.1,139,GD,-0.100,0.007,0.086
6,Dallas et al.,2017,Plant,Juniperus deppeana,0,335,ED,0.000,0.003,0.055
6,Dallas et al.,2017,Plant,Juniperus deppeana,-0.02,335,GD,-0.020,0.003,0.055
6,Dallas et al.,2017,Plant,Juniperus monosperma,0.03,537,ED,0.030,0.002,0.043
6,Dallas et al.,2017,Plant,Juniperus monosperma,0.01,537,GD,0.010,0.002,0.043
6,Dallas et al.,2017,Plant,Juniperus pinchotii,0.12,399,ED,0.121,0.003,0.050
6,Dallas et al.,2017,Plant,Juniperus pinchotii,-0.09,399,GD,-0.090,0.003,0.050
6,Dallas et al.,2017,Animal,Klais guimeti,-0.16,13,GD,-0.161,0.100,0.316
20,Santini et al.,2018,Animal,Kobus ellipsiprymnus,0.2,43,GD,0.203,0.025,0.158
20,Santini et al.,2018,Animal,Kobus ellipsiprymnus,-0.02,43,MD,-0.020,0.025,0.158
20,Santini et al.,2018,Animal,Kobus ellipsiprymnus,0.04,43,ED,0.040,0.025,0.158
20,Santini et al.,2018,Animal,Kobus kob,-0.08,27,GD,-0.080,0.042,0.204
20,Santini et al.,2018,Animal,Kobus kob,-0.19,27,MD,-0.192,0.042,0.204
20,Santini et al.,2018,Animal,Kobus kob,0.45,27,ED,0.485,0.042,0.204
20,Santini et al.,2018,Animal,Kobus vardonii,0,12,GD,0.000,0.111,0.333
20,Santini et al.,2018,Animal,Kobus vardonii,-0.16,12,MD,-0.161,0.111,0.333
20,Santini et al.,2018,Animal,Kobus vardonii,0.07,12,ED,0.070,0.111,0.333
6,Dallas et al.,2017,Animal,Lagopus lagopus,-0.35,14,ED,-0.365,0.091,0.302
6,Dallas et al.,2017,Animal,Lagopus lagopus,-0.32,15,GD,-0.332,0.083,0.289
16,Osocrio-Olivera et al,2020,Animal,Lagopus lagopus,-0.2,27,MD,-0.203,0.042,0.204
16,Osocrio-Olivera et al,2020,Animal,Lagopus lagopus,-0.42,27,ED,-0.448,0.042,0.204
6,Dallas et al.,2017,Animal,Lagopus leucura,-0.23,13,ED,-0.234,0.100,0.316
6,Dallas et al.,2017,Animal,Lagopus leucura,-0.3,13,GD,-0.310,0.100,0.316
20,Santini et al.,2018,Animal,Lagothrix cana,-0.41,16,GD,-0.436,0.077,0.277
20,Santini et al.,2018,Animal,Lagothrix cana,0.46,16,MD,0.497,0.077,0.277
20,Santini et al.,2018,Animal,Lagothrix cana,0.05,16,ED,0.050,0.077,0.277
6,Dallas et al.,2017,Plant,Laguncularia racemosa,0.18,21,ED,0.182,0.056,0.236
6,Dallas et al.,2017,Plant,Laguncularia racemosa,-0.11,21,GD,-0.110,0.056,0.236
6,Dallas et al.,2017,Animal,Lampornis calolaemus,-0.35,9,GD,-0.365,0.167,0.408
6,Dallas et al.,2017,Animal,Lampornis clemenciae,-0.08,27,ED,-0.080,0.042,0.204
6,Dallas et al.,2017,Animal,Lampornis clemenciae,0.07,27,GD,0.070,0.042,0.204
6,Dallas et al.,2017,Animal,Lampornis viridipallens,-0.42,15,GD,-0.448,0.083,0.289
16,Osocrio-Olivera et al,2020,Animal,Lanius borealis,0.39,19,MD,0.412,0.063,0.250
16,Osocrio-Olivera et al,2020,Animal,Lanius borealis,0.1,19,ED,0.100,0.063,0.250
6,Dallas et al.,2017,Animal,Lanius excubitor,-0.11,185,ED,-0.110,0.005,0.074
6,Dallas et al.,2017,Animal,Lanius excubitor,0.1,187,GD,0.100,0.005,0.074
6,Dallas et al.,2017,Animal,Lanius ludovicianus,0.04,598,ED,0.040,0.002,0.041
6,Dallas et al.,2017,Animal,Lanius ludovicianus,-0.02,602,GD,-0.020,0.002,0.041
16,Osocrio-Olivera et al,2020,Animal,Lanius ludovicianus,0,1078,MD,0.000,0.001,0.030
16,Osocrio-Olivera et al,2020,Animal,Lanius ludovicianus,0.09,1078,ED,0.090,0.001,0.030
6,Dallas et al.,2017,Animal,Larinae sp.,-0.02,90,ED,-0.020,0.011,0.107
6,Dallas et al.,2017,Animal,Larinae sp.,-0.02,92,GD,-0.020,0.011,0.106
6,Dallas et al.,2017,Plant,Larix laricina,0.03,1801,ED,0.030,0.001,0.024
6,Dallas et al.,2017,Plant,Larix laricina,0.01,1801,GD,0.010,0.001,0.024
6,Dallas et al.,2017,Plant,Larix sp.,0.13,24,ED,0.131,0.048,0.218
6,Dallas et al.,2017,Plant,Larix sp.,0,24,GD,0.000,0.048,0.218
6,Dallas et al.,2017,Animal,Larus argentatus,0.03,891,ED,0.030,0.001,0.034
6,Dallas et al.,2017,Animal,Larus argentatus,-0.39,20,ED,-0.412,0.059,0.243
6,Dallas et al.,2017,Animal,Larus argentatus,0.09,969,GD,0.090,0.001,0.032
16,Osocrio-Olivera et al,2020,Animal,Larus argentatus,-0.01,416,MD,-0.010,0.002,0.049
16,Osocrio-Olivera et al,2020,Animal,Larus argentatus,-0.01,416,ED,-0.010,0.002,0.049
6,Dallas et al.,2017,Animal,Larus argentatus,-0.27,20,GD,-0.277,0.059,0.243
6,Dallas et al.,2017,Animal,Larus californicus,0.04,336,ED,0.040,0.003,0.055
6,Dallas et al.,2017,Animal,Larus californicus,-0.12,350,GD,-0.121,0.003,0.054
16,Osocrio-Olivera et al,2020,Animal,Larus californicus,-0.19,220,MD,-0.192,0.005,0.068
16,Osocrio-Olivera et al,2020,Animal,Larus californicus,-0.24,220,ED,-0.245,0.005,0.068
6,Dallas et al.,2017,Animal,Larus canus,-0.03,124,ED,-0.030,0.008,0.091
6,Dallas et al.,2017,Animal,Larus canus,-0.08,132,GD,-0.080,0.008,0.088
16,Osocrio-Olivera et al,2020,Animal,Larus canus,-0.08,86,MD,-0.080,0.012,0.110
16,Osocrio-Olivera et al,2020,Animal,Larus canus,-0.23,86,ED,-0.234,0.012,0.110
6,Dallas et al.,2017,Animal,Larus delawarensis,0,1254,ED,0.000,0.001,0.028
6,Dallas et al.,2017,Animal,Larus delawarensis,-0.03,1278,GD,-0.030,0.001,0.028
16,Osocrio-Olivera et al,2020,Animal,Larus delawarensis,-0.17,691,MD,-0.172,0.001,0.038
16,Osocrio-Olivera et al,2020,Animal,Larus delawarensis,-0.1,691,ED,-0.100,0.001,0.038
6,Dallas et al.,2017,Animal,Larus dominicanus,0.01,29,ED,0.010,0.038,0.196
6,Dallas et al.,2017,Animal,Larus dominicanus,-0.24,31,GD,-0.245,0.036,0.189
6,Dallas et al.,2017,Animal,Larus fuscus,0.03,140,ED,0.030,0.007,0.085
6,Dallas et al.,2017,Animal,Larus fuscus,0,155,GD,0.000,0.007,0.081
6,Dallas et al.,2017,Animal,Larus glaucescens,-0.13,222,ED,-0.131,0.005,0.068
6,Dallas et al.,2017,Animal,Larus glaucescens,-0.09,239,GD,-0.090,0.004,0.065
6,Dallas et al.,2017,Animal,Larus glaucoides,-0.02,101,ED,-0.020,0.010,0.101
6,Dallas et al.,2017,Animal,Larus glaucoides,0.19,113,GD,0.192,0.009,0.095
6,Dallas et al.,2017,Animal,Larus heermanni,-0.09,123,ED,-0.090,0.008,0.091
6,Dallas et al.,2017,Animal,Larus heermanni,-0.14,149,GD,-0.141,0.007,0.083
6,Dallas et al.,2017,Animal,Larus hyperboreus,0.25,166,ED,0.255,0.006,0.078
6,Dallas et al.,2017,Animal,Larus hyperboreus,0,179,GD,0.000,0.006,0.075
6,Dallas et al.,2017,Animal,Larus livens,-0.13,13,ED,-0.131,0.100,0.316
6,Dallas et al.,2017,Animal,Larus livens,-0.64,13,GD,-0.758,0.100,0.316
6,Dallas et al.,2017,Animal,Larus marinus,0.06,393,ED,0.060,0.003,0.051
6,Dallas et al.,2017,Animal,Larus marinus,0.01,427,GD,0.010,0.002,0.049
16,Osocrio-Olivera et al,2020,Animal,Larus marinus,0.1,95,MD,0.100,0.011,0.104
16,Osocrio-Olivera et al,2020,Animal,Larus marinus,0.19,95,ED,0.192,0.011,0.104
6,Dallas et al.,2017,Animal,Larus occidentalis,-0.07,186,ED,-0.070,0.005,0.074
6,Dallas et al.,2017,Animal,Larus occidentalis,-0.11,20,ED,-0.110,0.059,0.243
6,Dallas et al.,2017,Animal,Larus occidentalis,-0.18,215,GD,-0.182,0.005,0.069
6,Dallas et al.,2017,Animal,Larus occidentalis,-0.05,21,GD,-0.050,0.056,0.236
6,Dallas et al.,2017,Animal,Larus schistisagus,-0.53,17,ED,-0.590,0.071,0.267
6,Dallas et al.,2017,Animal,Larus schistisagus,-0.43,19,GD,-0.460,0.063,0.250
6,Dallas et al.,2017,Animal,Larus sp.,0.46,16,ED,0.497,0.077,0.277
6,Dallas et al.,2017,Animal,Larus sp.,0.14,22,GD,0.141,0.053,0.229
6,Dallas et al.,2017,Animal,Larus thayeri,-0.05,101,ED,-0.050,0.010,0.101
6,Dallas et al.,2017,Animal,Larus thayeri,0.07,105,GD,0.070,0.010,0.099
6,Dallas et al.,2017,Animal,Laterallus jamaicensis,-0.06,26,ED,-0.060,0.043,0.209
6,Dallas et al.,2017,Animal,Laterallus jamaicensis,-0.06,26,GD,-0.060,0.043,0.209
7,Dixon et al.,2013,Plant,Leavenworthia stylosa,0.45,19,GD,0.485,0.063,0.250
6,Dallas et al.,2017,Animal,Legatus leucophaius,0.29,28,ED,0.299,0.040,0.200
6,Dallas et al.,2017,Animal,Legatus leucophaius,0.1,28,GD,0.100,0.040,0.200
20,Santini et al.,2018,Animal,Leopardus pardalis,-0.56,35,GD,-0.633,0.031,0.177
20,Santini et al.,2018,Animal,Leopardus pardalis,0.19,35,MD,0.192,0.031,0.177
20,Santini et al.,2018,Animal,Leopardus pardalis,0.12,35,ED,0.121,0.031,0.177
18,Sagarin & Gaines,2002,Animal,Lepidochitona hartwegii,0.07,21,GD,0.070,0.056,0.236
6,Dallas et al.,2017,Animal,Lepidocolaptes affinis,-0.18,22,ED,-0.182,0.053,0.229
6,Dallas et al.,2017,Animal,Lepidocolaptes affinis,-0.26,22,GD,-0.266,0.053,0.229
6,Dallas et al.,2017,Animal,Lepidocolaptes duidae,-0.06,14,ED,-0.060,0.091,0.302
6,Dallas et al.,2017,Animal,Lepidocolaptes duidae,-0.15,14,GD,-0.151,0.091,0.302
6,Dallas et al.,2017,Animal,Lepidocolaptes souleyetii,-0.12,59,ED,-0.121,0.018,0.134
6,Dallas et al.,2017,Animal,Lepidocolaptes souleyetii,0.15,59,GD,0.151,0.018,0.134
6,Dallas et al.,2017,Animal,Lepidothrix coronata,0.15,13,ED,0.151,0.100,0.316
6,Dallas et al.,2017,Animal,Lepidothrix coronata,0.31,13,GD,0.321,0.100,0.316
6,Dallas et al.,2017,Animal,Lepistoseus oculatus,-0.09,35,ED,-0.090,0.031,0.177
6,Dallas et al.,2017,Animal,Lepistoseus oculatus,-0.29,35,GD,-0.299,0.031,0.177
6,Dallas et al.,2017,Animal,Lepistoseus osseus,0.02,23,ED,0.020,0.050,0.224
6,Dallas et al.,2017,Animal,Lepistoseus osseus,0.25,23,GD,0.255,0.050,0.224
6,Dallas et al.,2017,Animal,Leptopogon amaurocephalus,0.31,12,ED,0.321,0.111,0.333
6,Dallas et al.,2017,Animal,Leptopogon amaurocephalus,-0.43,12,GD,-0.460,0.111,0.333
6,Dallas et al.,2017,Animal,Leptopogon superciliaris,0.21,18,ED,0.213,0.067,0.258
6,Dallas et al.,2017,Animal,Leptopogon superciliaris,-0.08,18,GD,-0.080,0.067,0.258
6,Dallas et al.,2017,Animal,Leptotila cassinii,-0.11,17,ED,-0.110,0.071,0.267
6,Dallas et al.,2017,Animal,Leptotila cassinii,-0.01,17,GD,-0.010,0.071,0.267
6,Dallas et al.,2017,Animal,Leptotila plumbeiceps,0.13,10,ED,0.131,0.143,0.378
6,Dallas et al.,2017,Animal,Leptotila plumbeiceps,-0.04,10,GD,-0.040,0.143,0.378
6,Dallas et al.,2017,Animal,Leptotila rufaxilla,-0.03,19,ED,-0.030,0.063,0.250
6,Dallas et al.,2017,Animal,Leptotila rufaxilla,0.3,19,GD,0.310,0.063,0.250
6,Dallas et al.,2017,Animal,Leptotila verreauxi,0.13,108,ED,0.131,0.010,0.098
6,Dallas et al.,2017,Animal,Leptotila verreauxi,0.04,109,GD,0.040,0.009,0.097
6,Dallas et al.,2017,Animal,Leucophaeus atricilla,0.06,365,ED,0.060,0.003,0.053
6,Dallas et al.,2017,Animal,Leucophaeus atricilla,0.14,422,GD,0.141,0.002,0.049
6,Dallas et al.,2017,Animal,Leucophaeus pipixcan,-0.04,193,ED,-0.040,0.005,0.073
6,Dallas et al.,2017,Animal,Leucophaeus pipixcan,0.07,198,GD,0.070,0.005,0.072
16,Osocrio-Olivera et al,2020,Animal,Leucophaeus pipixcan,-0.09,200,MD,-0.090,0.005,0.071
16,Osocrio-Olivera et al,2020,Animal,Leucophaeus pipixcan,-0.02,200,ED,-0.020,0.005,0.071
6,Dallas et al.,2017,Animal,Leucosticte atrata,-0.32,16,ED,-0.332,0.077,0.277
6,Dallas et al.,2017,Animal,Leucosticte atrata,-0.29,16,GD,-0.299,0.077,0.277
6,Dallas et al.,2017,Animal,Leucosticte tephrocotis,0.04,41,ED,0.040,0.026,0.162
6,Dallas et al.,2017,Animal,Leucosticte tephrocotis,0.06,41,GD,0.060,0.026,0.162
6,Dallas et al.,2017,Animal,Limnodromus griseus,0,418,ED,0.000,0.002,0.049
6,Dallas et al.,2017,Animal,Limnodromus griseus,-0.06,83,GD,-0.060,0.013,0.112
6,Dallas et al.,2017,Animal,Limnodromus griseus,-0.05,428,GD,-0.050,0.002,0.049
6,Dallas et al.,2017,Animal,Limnodromus scolopaceus,0.07,357,ED,0.070,0.003,0.053
6,Dallas et al.,2017,Animal,Limnodromus scolopaceus,-0.11,365,GD,-0.110,0.003,0.053
6,Dallas et al.,2017,Animal,Limnothlypis swainsonii,-0.13,53,ED,-0.131,0.020,0.141
6,Dallas et al.,2017,Animal,Limnothlypis swainsonii,0.07,54,GD,0.070,0.020,0.140
16,Osocrio-Olivera et al,2020,Animal,Limnothlypis swainsonii,-0.09,168,MD,-0.090,0.006,0.078
16,Osocrio-Olivera et al,2020,Animal,Limnothlypis swainsonii,-0.23,168,ED,-0.234,0.006,0.078
6,Dallas et al.,2017,Animal,Limosa fedoa,-0.05,303,ED,-0.050,0.003,0.058
6,Dallas et al.,2017,Animal,Limosa fedoa,-0.04,313,GD,-0.040,0.003,0.057
16,Osocrio-Olivera et al,2020,Animal,Limosa fedoa,-0.1,181,MD,-0.100,0.006,0.075
16,Osocrio-Olivera et al,2020,Animal,Limosa fedoa,-0.32,181,ED,-0.332,0.006,0.075
6,Dallas et al.,2017,Animal,Limosa haemastica,-0.07,121,ED,-0.070,0.008,0.092
6,Dallas et al.,2017,Animal,Limosa haemastica,0.44,126,GD,0.472,0.008,0.090
6,Dallas et al.,2017,Animal,Limosa lapponica,-0.21,21,ED,-0.213,0.056,0.236
6,Dallas et al.,2017,Animal,Limosa lapponica,0.19,23,GD,0.192,0.050,0.224
6,Dallas et al.,2017,Animal,Lipaugus unirufus,0.31,20,ED,0.321,0.059,0.243
6,Dallas et al.,2017,Animal,Lipaugus unirufus,-0.21,20,GD,-0.213,0.059,0.243
6,Dallas et al.,2017,Animal,Lipaugus vociferans,0.57,14,ED,0.648,0.091,0.302
6,Dallas et al.,2017,Animal,Lipaugus vociferans,0.17,14,GD,0.172,0.091,0.302
6,Dallas et al.,2017,Plant,Liquidambar styraciflua,-0.01,19574,ED,-0.010,0.000,0.007
6,Dallas et al.,2017,Plant,Liquidambar styraciflua,0,19575,GD,0.000,0.000,0.007
6,Dallas et al.,2017,Plant,Lithocarpus densiflorus,0.02,1321,ED,0.020,0.001,0.028
6,Dallas et al.,2017,Plant,Lithocarpus densiflorus,0.03,1321,GD,0.030,0.001,0.028
20,Santini et al.,2018,Animal,Litocranius walleri,-0.34,12,GD,-0.354,0.111,0.333
20,Santini et al.,2018,Animal,Litocranius walleri,0.41,12,MD,0.436,0.111,0.333
20,Santini et al.,2018,Animal,Litocranius walleri,0.19,12,ED,0.192,0.111,0.333
20,Santini et al.,2018,Animal,Lophocebus albigena,0.12,16,GD,0.121,0.077,0.277
20,Santini et al.,2018,Animal,Lophocebus albigena,0.49,16,MD,0.536,0.077,0.277
20,Santini et al.,2018,Animal,Lophocebus albigena,-0.11,16,ED,-0.110,0.077,0.277
6,Dallas et al.,2017,Animal,Lophodytes cucullatus,-0.06,558,ED,-0.060,0.002,0.042
6,Dallas et al.,2017,Animal,Lophodytes cucullatus,0.12,561,GD,0.121,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Lophodytes cucullatus,0.14,257,MD,0.141,0.004,0.063
16,Osocrio-Olivera et al,2020,Animal,Lophodytes cucullatus,0.16,257,ED,0.161,0.004,0.063
6,Dallas et al.,2017,Animal,Lophotriccus pileatus,-0.31,14,ED,-0.321,0.091,0.302
6,Dallas et al.,2017,Animal,Lophotriccus pileatus,0.18,14,GD,0.182,0.091,0.302
18,Sagarin & Gaines,2002,Animal,Lottia pelta,0.06,41,GD,0.060,0.026,0.162
6,Dallas et al.,2017,Animal,Loxia curvirostra,0.03,229,ED,0.030,0.004,0.067
6,Dallas et al.,2017,Animal,Loxia curvirostra,-0.04,231,GD,-0.040,0.004,0.066
16,Osocrio-Olivera et al,2020,Animal,Loxia curvirostra,-0.09,495,MD,-0.090,0.002,0.045
16,Osocrio-Olivera et al,2020,Animal,Loxia curvirostra,0.04,495,ED,0.040,0.002,0.045
6,Dallas et al.,2017,Animal,Loxia leucoptera,0.04,184,ED,0.040,0.006,0.074
6,Dallas et al.,2017,Animal,Loxia leucoptera,-0.23,186,GD,-0.234,0.005,0.074
16,Osocrio-Olivera et al,2020,Animal,Loxia leucoptera,0.05,289,MD,0.050,0.003,0.059
16,Osocrio-Olivera et al,2020,Animal,Loxia leucoptera,0.15,289,ED,0.151,0.003,0.059
20,Santini et al.,2018,Animal,Loxodonta africana,-0.2,373,GD,-0.203,0.003,0.052
20,Santini et al.,2018,Animal,Loxodonta africana,-0.15,373,MD,-0.151,0.003,0.052
20,Santini et al.,2018,Animal,Loxodonta africana,0.08,373,ED,0.080,0.003,0.052
6,Dallas et al.,2017,Animal,Lurocalis semitorquatus,-0.27,8,ED,-0.277,0.200,0.447
6,Dallas et al.,2017,Animal,Lurocalis semitorquatus,-0.14,8,GD,-0.141,0.200,0.447
20,Santini et al.,2018,Animal,Lycaon pictus,0.32,12,GD,0.332,0.111,0.333
20,Santini et al.,2018,Animal,Lycaon pictus,-0.5,12,MD,-0.549,0.111,0.333
20,Santini et al.,2018,Animal,Lycaon pictus,0.05,12,ED,0.050,0.111,0.333
20,Santini et al.,2018,Animal,Macaca mulatta,-0.44,38,GD,-0.472,0.029,0.169
20,Santini et al.,2018,Animal,Macaca mulatta,-0.23,38,MD,-0.234,0.029,0.169
20,Santini et al.,2018,Animal,Macaca mulatta,0.3,38,ED,0.310,0.029,0.169
6,Dallas et al.,2017,Animal,Machetornis rixosa,-0.49,13,ED,-0.536,0.100,0.316
6,Dallas et al.,2017,Animal,Machetornis rixosa,-0.76,13,GD,-0.996,0.100,0.316
20,Santini et al.,2018,Animal,Macropus rufus,0.04,38,GD,0.040,0.029,0.169
20,Santini et al.,2018,Animal,Macropus rufus,0.01,38,MD,0.010,0.029,0.169
20,Santini et al.,2018,Animal,Macropus rufus,-0.61,38,ED,-0.709,0.029,0.169
20,Santini et al.,2018,Animal,Madoqua kirkii,-0.17,10,GD,-0.172,0.143,0.378
20,Santini et al.,2018,Animal,Madoqua kirkii,-0.16,10,MD,-0.161,0.143,0.378
20,Santini et al.,2018,Animal,Madoqua kirkii,-0.92,10,ED,-1.589,0.143,0.378
6,Dallas et al.,2017,Plant,Magnolia fraseri,0.07,411,ED,0.070,0.002,0.050
6,Dallas et al.,2017,Plant,Magnolia fraseri,0.03,411,GD,0.030,0.002,0.050
6,Dallas et al.,2017,Plant,Magnolia grandiflora,-0.01,606,ED,-0.010,0.002,0.041
6,Dallas et al.,2017,Plant,Magnolia grandiflora,0.02,606,GD,0.020,0.002,0.041
6,Dallas et al.,2017,Plant,Magnolia macrophylla,0.06,271,ED,0.060,0.004,0.061
6,Dallas et al.,2017,Plant,Magnolia macrophylla,0.06,271,GD,0.060,0.004,0.061
6,Dallas et al.,2017,Plant,Magnolia tripetala,0.14,143,ED,0.141,0.007,0.085
6,Dallas et al.,2017,Plant,Magnolia tripetala,0.15,143,GD,0.151,0.007,0.085
6,Dallas et al.,2017,Plant,Magnolia virginiana,0.06,3708,ED,0.060,0.000,0.016
6,Dallas et al.,2017,Plant,Magnolia virginiana,0,3709,GD,0.000,0.000,0.016
6,Dallas et al.,2017,Animal,Malacoptila panamensis,-0.33,13,ED,-0.343,0.100,0.316
6,Dallas et al.,2017,Animal,Malacoptila panamensis,-0.19,13,GD,-0.192,0.100,0.316
6,Dallas et al.,2017,Plant,Malus angustifolia,0.2,126,ED,0.203,0.008,0.090
6,Dallas et al.,2017,Plant,Malus angustifolia,0.11,126,GD,0.110,0.008,0.090
6,Dallas et al.,2017,Plant,Malus coronaria,-0.07,93,ED,-0.070,0.011,0.105
6,Dallas et al.,2017,Plant,Malus coronaria,-0.07,93,GD,-0.070,0.011,0.105
6,Dallas et al.,2017,Animal,Manacus candei,-0.02,14,ED,-0.020,0.091,0.302
6,Dallas et al.,2017,Animal,Manacus candei,0.28,14,GD,0.288,0.091,0.302
6,Dallas et al.,2017,Animal,Manacus manacus,-0.34,9,ED,-0.354,0.167,0.408
6,Dallas et al.,2017,Animal,Manacus manacus,0.09,9,GD,0.090,0.167,0.408
16,Osocrio-Olivera et al,2020,Animal,Mareca americana,-0.15,372,MD,-0.151,0.003,0.052
16,Osocrio-Olivera et al,2020,Animal,Mareca americana,-0.03,372,ED,-0.030,0.003,0.052
16,Osocrio-Olivera et al,2020,Animal,Mareca strepera,-0.31,413,MD,-0.321,0.002,0.049
16,Osocrio-Olivera et al,2020,Animal,Mareca strepera,0.02,413,ED,0.020,0.002,0.049
20,Santini et al.,2018,Animal,Martes martes,-0.27,13,GD,-0.277,0.100,0.316
20,Santini et al.,2018,Animal,Martes martes,0.38,13,MD,0.400,0.100,0.316
20,Santini et al.,2018,Animal,Martes martes,-0.15,13,ED,-0.151,0.100,0.316
6,Dallas et al.,2017,Animal,Megaceryle alcyon,0.01,1258,ED,0.010,0.001,0.028
6,Dallas et al.,2017,Animal,Megaceryle alcyon,0.03,1274,GD,0.030,0.001,0.028
16,Osocrio-Olivera et al,2020,Animal,Megaceryle alcyon,-0.07,1691,MD,-0.070,0.001,0.024
16,Osocrio-Olivera et al,2020,Animal,Megaceryle alcyon,-0.11,1691,ED,-0.110,0.001,0.024
6,Dallas et al.,2017,Animal,Megaceryle torquata,-0.08,77,ED,-0.080,0.014,0.116
6,Dallas et al.,2017,Animal,Megaceryle torquata,0.24,77,GD,0.245,0.014,0.116
6,Dallas et al.,2017,Animal,Megarynchus pitangua,-0.2,67,ED,-0.203,0.016,0.125
6,Dallas et al.,2017,Animal,Megarynchus pitangua,0.18,67,GD,0.182,0.016,0.125
6,Dallas et al.,2017,Animal,Megascops asio,-0.01,166,ED,-0.010,0.006,0.078
6,Dallas et al.,2017,Animal,Megascops asio,0.11,166,GD,0.110,0.006,0.078
16,Osocrio-Olivera et al,2020,Animal,Megascops asio,0.02,356,MD,0.020,0.003,0.053
16,Osocrio-Olivera et al,2020,Animal,Megascops asio,-0.03,356,ED,-0.030,0.003,0.053
6,Dallas et al.,2017,Animal,Megascops kennicottii,-0.17,48,ED,-0.172,0.022,0.149
6,Dallas et al.,2017,Animal,Megascops kennicottii,-0.14,48,GD,-0.141,0.022,0.149
16,Osocrio-Olivera et al,2020,Animal,Megascops kennicottii,-0.04,60,MD,-0.040,0.018,0.132
16,Osocrio-Olivera et al,2020,Animal,Megascops kennicottii,0.08,60,ED,0.080,0.018,0.132
6,Dallas et al.,2017,Animal,Megascops trichopsis,-0.11,10,GD,-0.110,0.143,0.378
6,Dallas et al.,2017,Plant,Melaleuca quinquenervia,-0.07,44,ED,-0.070,0.024,0.156
6,Dallas et al.,2017,Plant,Melaleuca quinquenervia,0.09,44,GD,0.090,0.024,0.156
6,Dallas et al.,2017,Animal,Melanerpes aurifrons,0.02,109,ED,0.020,0.009,0.097
6,Dallas et al.,2017,Animal,Melanerpes aurifrons,0.06,110,GD,0.060,0.009,0.097
16,Osocrio-Olivera et al,2020,Animal,Melanerpes aurifrons,-0.09,54,MD,-0.090,0.020,0.140
16,Osocrio-Olivera et al,2020,Animal,Melanerpes aurifrons,-0.26,54,ED,-0.266,0.020,0.140
6,Dallas et al.,2017,Animal,Melanerpes carolinus,0.07,810,ED,0.070,0.001,0.035
6,Dallas et al.,2017,Animal,Melanerpes carolinus,-0.07,811,GD,-0.070,0.001,0.035
16,Osocrio-Olivera et al,2020,Animal,Melanerpes carolinus,-0.07,1119,MD,-0.070,0.001,0.030
16,Osocrio-Olivera et al,2020,Animal,Melanerpes carolinus,-0.34,1119,ED,-0.354,0.001,0.030
6,Dallas et al.,2017,Animal,Melanerpes chrysauchen,0.53,10,ED,0.590,0.143,0.378
6,Dallas et al.,2017,Animal,Melanerpes chrysauchen,0.6,10,GD,0.693,0.143,0.378
6,Dallas et al.,2017,Animal,Melanerpes chrysogenys,0.12,13,ED,0.121,0.100,0.316
6,Dallas et al.,2017,Animal,Melanerpes chrysogenys,-0.07,14,GD,-0.070,0.091,0.302
6,Dallas et al.,2017,Animal,Melanerpes cruentatus,0.43,17,ED,0.460,0.071,0.267
6,Dallas et al.,2017,Animal,Melanerpes cruentatus,0.42,17,GD,0.448,0.071,0.267
6,Dallas et al.,2017,Animal,Melanerpes erythrocephalus,0.13,365,ED,0.131,0.003,0.053
6,Dallas et al.,2017,Animal,Melanerpes erythrocephalus,0.09,366,GD,0.090,0.003,0.052
16,Osocrio-Olivera et al,2020,Animal,Melanerpes erythrocephalus,-0.15,988,MD,-0.151,0.001,0.032
